,portfolio,benchmark,regime
2013-10-21,1.37291173490211,1.5227585403716224,Bull
2013-10-22,1.3797494402141899,1.534842958336816,Bull
2013-10-23,1.3762824029559089,1.5328225955388572,Bull
2013-10-24,1.3787642491702357,1.5335003653924795,Bull
2013-10-25,1.3808747780821633,1.5399775489368075,Bear
2013-10-28,1.3815199311802422,1.5393435310765635,Bull
2013-10-29,1.3843789167399125,1.545069164433818,Bull
2013-10-30,1.380690182171911,1.5367465423311308,Bull
2013-10-31,1.3778807034438327,1.535447484629121,Bull
2013-11-01,1.3771065828140288,1.5310010432335008,Bull
2013-11-04,1.3796346737182978,1.5348095367852133,Bull
2013-11-05,1.376019669388598,1.524558064328177,Bull
2013-11-06,1.3801509333043902,1.5295183974460442,Bull
2013-11-07,1.3724151189173521,1.5230978994434912,Bull
2013-11-08,1.3763890136320218,1.520765282089133,Bull
2013-11-11,1.3762394541007867,1.5186257738512494,Bull
2013-11-12,1.3742308005674222,1.5196061187686885,Bull
2013-11-13,1.379625769141588,1.529154646477531,Bull
2013-11-14,1.384577485643379,1.5374997946963502,Bull
2013-11-15,1.3876589064509446,1.5427495441096737,Bull
2013-11-18,1.3858496105394529,1.543222956548761,Bull
2013-11-19,1.3835144367557601,1.5365235091728915,Bull
2013-11-20,1.3782172210012333,1.5231765769576362,Bull
2013-11-21,1.3834288339461207,1.5315583021974741,Bull
2013-11-22,1.385821936376409,1.5418681607167026,Bear
2013-11-25,1.3856269851689473,1.5427272296490604,Bull
2013-11-26,1.3858867139805815,1.5452931081442531,Bull
2013-11-27,1.3869211196810824,1.5464874654786738,Bull
2013-11-29,1.3874549111137768,1.5460505117903771,Bull
2013-12-02,1.3825346803258554,1.5388317149706348,Bull
2013-12-03,1.380393195308982,1.5371060021381873,Bull
2013-12-04,1.3800288252873836,1.531133947473026,Bull
2013-12-05,1.3759543188594359,1.5253665963242096,Bull
2013-12-06,1.383298759173338,1.538514645565277,Bull
2013-12-09,1.3855578477426282,1.5422970131169536,Bull
2013-12-10,1.3856530189396168,1.5434062778977213,Bull
2013-12-11,1.3772366454011342,1.5282529246347505,Bull
2013-12-12,1.3727982349695211,1.52291315256627,Bull
2013-12-13,1.3738928563090285,1.5257760707156898,Bull
2013-12-16,1.3777022689575529,1.5292342164886676,Bull
2013-12-17,1.3757100128337214,1.5290525829303958,Bull
